departamento,municipio,codigo_prestador,nombre_prestador,codigo_habilitacion,numero_sede,nombre,tipo_zona,direccion,barrio,cepo_codigo,centro_poblado,fecha_apertura,nits_nit,clase_persona,naju_codigo,naturaleza,clpr_codigo,clase_prestador,nivel,caracter,sede_principal,habilitado,numero_sede_principal,Municipio PDET,Municipio PNSR,Municipio ZOMAC
Valle del cauca,CARTAGO,7611104064,"COSMITET LTDA ,CORPORACION DE SERVICIOS MEDICOS INTERNACIONALES THEM Y COMPAÑIA LTDA",7614704064,35,CORPORACION DE SERVICIOS MEDICOS INTERNACIONALES,URBANA,Carrera 1 No. 15-36,El prado,No definido,No definido,20150908,830023202,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,30,NO,NO,NO
Valle del cauca,CARTAGO,7611107277,CIC LABORATORIOS S.A.S.,7614707277,29,CIC LABORATORIOS S.A.S CARTAGO,URBANA,CALLE 17 # 1 - 03,EL PRADO,76147000.0,CARTAGO,20170420,900259678,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7611112618,SYNLAB LA FLORA CALI,7614712618,17,SYNLAB CARTAGO,URBANA,CL 8 No. 4-25,Sector Guadalupe,No definido,No definido,20211103,800087565,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,3,NO,NO,NO
Valle del cauca,CARTAGO,7614700037,CAJA DE COMPENSACIÓN FAMILIAR DEL VALLE DEL CAUCA - COMFAMILIAR ANDI,7614700037,22,IPS COMFANDI CARTAGO,URBANA,KR 4 # 9-45,EL CENTRO,No definido,No definido,20071106,890303208,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,23,NO,NO,NO
Valle del cauca,CARTAGO,7614700037,CAJA DE COMPENSACIÓN FAMILIAR DEL VALLE DEL CAUCA - COMFAMILIAR ANDI,7614700037,23,CLINICA COMFANDI CARTAGO,URBANA,CL 23 # 4AN-35,GUAYACANES,No definido,No definido,20071106,890303208,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,23,NO,NO,NO
Valle del cauca,CARTAGO,7614700672,I.P.S. DEL MUNICIPIO DE CARTAGO EMPRESA SOCIAL DEL ESTADO,7614700672,2,CENTRO DE SALUD SAN JUAQUIN,URBANA,CRA 2N # 45-60,SAN JOAQUIN,No definido,No definido,20030214,836000386,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,10,NO,NO,NO
Valle del cauca,CARTAGO,7614700672,I.P.S. DEL MUNICIPIO DE CARTAGO EMPRESA SOCIAL DEL ESTADO,7614700672,3,CENTRO DE SALUD EL CIPRES,URBANA,CALLE 5 ENTRE CRA 23 Y 24,EL CIPRES,No definido,No definido,20030214,836000386,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,10,NO,NO,NO
Valle del cauca,CARTAGO,7614700672,I.P.S. DEL MUNICIPIO DE CARTAGO EMPRESA SOCIAL DEL ESTADO,7614700672,4,CENTRO DE SALUD ZARAGOZA,URBANA,CRA 62 # 11-72,PRO VIVIENDA,76147000.0,CARTAGO,20030214,836000386,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,10,NO,NO,NO
Valle del cauca,CARTAGO,7614700672,I.P.S. DEL MUNICIPIO DE CARTAGO EMPRESA SOCIAL DEL ESTADO,7614700672,5,PUESTO DE SALUD PIEDRA DE MOLER,RURAL,CORREGIMIENTO DE PIEDRA DE MOLER,No definido,No definido,No definido,20030214,836000386,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,10,NO,NO,NO
Valle del cauca,CARTAGO,7614700672,I.P.S. DEL MUNICIPIO DE CARTAGO EMPRESA SOCIAL DEL ESTADO,7614700672,6,PUESTO DE SALUD MODIN,RURAL,CORREGIMIENTO DE MODIN,No definido,76147005.0,MODÍN,20030214,836000386,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,10,NO,NO,NO
Valle del cauca,CARTAGO,7614700672,I.P.S. DEL MUNICIPIO DE CARTAGO EMPRESA SOCIAL DEL ESTADO,7614700672,7,PUESTO DE SALUD DE ORIENTE,RURAL,VEREDA ORIENTE,CORREGIMIENTO DE MODIN,76147005.0,MODÍN,20030214,836000386,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,10,NO,NO,NO
Valle del cauca,CARTAGO,7614700672,I.P.S. DEL MUNICIPIO DE CARTAGO EMPRESA SOCIAL DEL ESTADO,7614700672,8,PUESTO DE SALUD CAUCA,RURAL,CORREGIMIENTO DE CAUCA,No definido,76147002.0,CAUCA,20030214,836000386,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,10,NO,NO,NO
Valle del cauca,CARTAGO,7614700672,I.P.S. DEL MUNICIPIO DE CARTAGO EMPRESA SOCIAL DEL ESTADO,7614700672,9,PUESTO DE SALUD COLORADAS,RURAL,VEREDA COLORADAS,CORREGIMIENTO DE PIEDRA DE MOLER,No definido,No definido,20030214,836000386,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,10,NO,NO,NO
Valle del cauca,CARTAGO,7614700672,I.P.S. DEL MUNICIPIO DE CARTAGO EMPRESA SOCIAL DEL ESTADO,7614700672,10,IPS DEL MUNICIPIO DE CARTAGO E.S.E.,URBANA,KR 3BIS #1-40,SAN VICENTE,No definido,No definido,20060811,836000386,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,SI,SI,10,NO,NO,NO
Valle del cauca,CARTAGO,7614703045,ADRIANA MARIA SERNA CASTRO,7614703045,1,ADRIANA MARIA SERNA CASTRO,URBANA,Carrera 1 Norte 17-78,La independencia,No definido,No definido,20210526,30331170,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614703715,HOSPITAL DE SAN JUAN DE DIOS,7614703715,2,HOSPITAL DE SAN JUAN DE DIOS SEDE CARTAGO,URBANA,CRA 3 BIS CALLE 1 Y 2 cartago,COLLAREJO,No definido,No definido,20160128,890303841,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,2,NO,NO,NO
Valle del cauca,CARTAGO,7614704827,CENTRO DE MEDICINA FISICA Y REHABILITACION RECUPERAR,7614704827,4,RECUPERAR S.A. IPS,URBANA,KR 3N # 15-29,EL PRADO,No definido,No definido,20070718,805026771,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,4,NO,NO,NO
Valle del cauca,CARTAGO,7614706815,UNIDAD RESPIRATORIA RESPIRAR S.A.S,7614706815,1,UNIDAD RESPIRATORIA RESPIRAR LTDA,URBANA,CL 13 # 2-07,EL PRADO,No definido,No definido,20080104,830515000,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614707513,IPS ESPECIALIZADA S.A.,7614707513,2,IPS ESPECIALIZADA CARTAGO,URBANA,Cr 4 Nro 9-73 Edificio de San Francisco Local 105,Cartago,No definido,No definido,20120927,900293923,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,2,NO,NO,NO
Valle del cauca,CARTAGO,7614708149,INSTITUTO DE DIAGNOSTICO MEDICO S.A.,7614708149,2,INSTITUTO DE DIAGNOSTICO MEDICO CLINICA NUEVA DE CARTAGO,URBANA,CR 15 NORTE No 17-50,ENTRE RIOS,No definido,No definido,20110927,800065396,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,2,NO,NO,NO
Valle del cauca,CARTAGO,7614708225,VIDA SERVICIOS DE AMBULANCIA S.A.S.,7614708225,1,VIDA SERVICIOS DE AMBULANCIAS,URBANA,Calle 16 No 1N-74,EL PRADO,No definido,No definido,20110510,900411730,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614708516,SALUD INTEGRAL VITAL VIDA SAS,7614708516,1,SALUD INTEGRAL VITAL VIDA SAS AGENCIA CARTAGO VALLE,URBANA,CARRERA 1 #16-107,LA ISABELA,No definido,No definido,20120124,900472731,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614708516,SALUD INTEGRAL VITAL VIDA SAS,7614708516,2,SALUD INTEGRAL VITAL VIDA SAS SEDE 2,URBANA,CARRERA 6 # 16-131,EL LLANO,76147000.0,CARTAGO,20201209,900472731,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614709030,salud y vida con calidad s.a.s,7614709030,6,salud y vida con calidad s.a.s,URBANA,CALLE 13 # 1-27N,EL PRADO,76147000.0,CARTAGO,20191210,900597001,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,6,NO,NO,NO
Valle del cauca,CARTAGO,7614709079,OXYCENTER HOME CARE S.A.S,7614709079,1,OXYCENTER CARTAGO,RURAL,Calle 1 #10-96,No definido,No definido,No definido,20130423,900185047,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614709342,IPS H&L SALUD SAS,7614709342,1,IPS HYL SALUD SAS,URBANA,CR 2D N. 26-02,RESERVAS DE SANTA MARIA,No definido,No definido,20140304,900698537,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614709354,MEDICAL HEALTH CARE IPS S.A.S.,7614709354,1,MEDICAL HEALTH CARE IPS S.A.S.,URBANA,CALLE 13 No. 1-27 N,EL PRADO,76147000.0,CARTAGO,20140429,900699317,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614709489,"UNIDAD VASCULAR, CARDIOLOGICA Y NEUROLOGICA SAS",7614709489,1,"UNIDAD VASCULAR, CARDIOLOGICA Y NEUROLOGICA CARTAGO",URBANA,CARRERA 3B ENTRE CALLE 1 Y 2,collarejo,76147000.0,CARTAGO,20140129,900416218,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614710217,CIES NEUROREHABILITACION INTEGRAL S.A.S.,7614710217,1,CIES NEUROREHABILITACION INTEGRAL S.A.S.,URBANA,CALLE 15 #1-33N,EL PRADO,No definido,No definido,20151006,900862597,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614710469,Juan Alberto Espinosa Salazar,7614710469,1,Juan Alberto Espinosa Salazar,URBANA,Calle 16A 3N-25,El Prado,No definido,No definido,20160120,18595836,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614710647,IPS FAMI PARAISO SAS,7614710647,1,IPS FAMIPARAISO SAS,URBANA,CALLE 15 # 3-31,EL CARMEN,No definido,No definido,20160714,900554743,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614710711,Sanarte Asistencia Medica Integral SAS,7614710711,1,Sanarte Asistencia Medica Integral SAS,URBANA,Cra 2N Nro 12B-22,El Prado,76147000.0,CARTAGO,20160824,900982810,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614710838,SALUD P&P SAS,7614710838,1,SALUD P&P SAS,URBANA,CR 3 NRO 13-72 CENTRO MEDICO EL CARMEN CONS 6,No definido,No definido,No definido,20161109,900466543,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614711049,Ana Maria Bedoya Gil,7614711049,1,Ana Maria Bedoya Gil,URBANA,carrera 5 #18 -64,El Llano,76147000.0,CARTAGO,20170321,1053797902,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614711450,HUMANIZAR SALUD INTEGRAL SAS,7614711450,1,HUMANIZAR SALUD INTEGRA SAS VALLE DEL CAUCA,URBANA,CARRERA 10 NO.19A-23,LAURELES,No definido,No definido,20180403,900483518,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614711636,Lina Fernanda Gómez Quintero,7614711636,1,Lina Fernanda Gómez Quintero,URBANA,Cra 3 # 13 - 72,El Carmen,No definido,No definido,20180323,66960525,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614712180,MEDICOS ESPECIALISTAS UNIDOS SAS - Medisun SAS,7614712180,3,MEDISUN UCI CARTAGO,URBANA,Carrera 3 Bis Calles 1 y 2 Tercer Piso HSJD,Collarejo,No definido,No definido,20211221,901218138,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,3,NO,NO,NO
Valle del cauca,CARTAGO,7614712223,IPS TU SALUD EN NUESTRAS MANOS SAS,7614712223,1,IPS TU SALUD EN NUESTRAS MANOS SAS,URBANA,CARRERA 3 A No. 8 A - 41,GUADALUPE,76147000.0,CARTAGO,20190719,901277003,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614712336,NATALIA ZAPATA GONZALEZ,7614712336,1,NATALIA ZAPATA GONZALEZ,URBANA,CARRERA 3GNORTE # 19-129,ALAMOS,76147000.0,CARTAGO,20190808,1112786193,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614712494,MARCELA VALENCIA AMADO,7614712494,1,MARCELA VALENCIA AMADO,URBANA,CALLE 8 BIS No. 4- 40 CONSULTORIO 105 PLAZOLETA DE GUADALUPE,No definido,No definido,No definido,20191206,52136683,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614712631,ALVARO ENRIQUE ORTEGA MEDINA,7614712631,1,ALVARO ENRIQUE ORTEGA MEDINA,URBANA,CALLE 8BIS # 3B-50 CONSULTORIO 8,GUADALUPE,76147000.0,CARTAGO,20200911,16648253,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614712648,MARIANA QUIÑONES RAMIREZ,7614712648,1,MARIANA QUIÑONES RAMIREZ,URBANA,CALLE 13 No. 1N-28,EL PRADO,No definido,No definido,20200925,1112785258,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614712892,FRANCISCO JAVIER MEZA CADAVID,7614712892,1,FRANCISCO JAVIER MEZA CADAVID,URBANA,Cra 1 No 12-06,El Prado,No definido,No definido,20210805,91225971,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614712893,David Medina Jimenez,7614712893,1,David Medina Jimenez,URBANA,Cra 1 No 12-06,El Prado,76147000.0,CARTAGO,20210805,75086554,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614713001,EIDY KARINA LEUSSON CUESTA,7614713001,1,EIDY KARINA LEUSSON CUESTA,URBANA,CARRERA 3 # 13 - 72,EL CARMEN,76147000.0,CARTAGO,20211124,1032363426,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614713203,CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ SOCIEDAD POR ACCIONES SIMPLIFICADA COLCAN S.A.S,7614713203,1,SEDE CARTAGO- COLCAN S.A.S,URBANA,Cl 12# 2-48 local 12,La libertad,76147000.0,CARTAGO,20221020,800066001,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7614713312,LABORATORIO LORENA VEJARANO SAS,7614713312,1,LABORATORIO VEJARANO IPS SEDE CARTAGO,URBANA,CRA 2 #34-15 CENTRO COMERCIAL NUESTRO CARTAGO LOCAL 364,CENTRO COMERCIAL NUESTRO CARTAGO,76147000.0,CARTAGO,20230518,900435146,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7673611931,ipssevisalud s.a.s,7614711931,5,IPS SEVISALUD CARTAGO,URBANA,CALLE 13 # 1 - 51N,EL PRADO,76147000.0,CARTAGO,20220529,901210005,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,2,NO,NO,NO
Valle del cauca,CARTAGO,7683412647,SERVICIOS OPTIMOS EN SALUD SOS S.A.S,7614712647,2,SERVICIOS OPTIMOS EN SALUD SAS CARTAGO,URBANA,CARRERA 4 #8 - 07,GUADALUPE,76147000.0,CARTAGO,20221219,901403201,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Valle del cauca,CARTAGO,7689209997,CENTRAL CARE SANTA MARTA SAS,7614709997,5,CENTRAL CARE CARTAGO,URBANA,CALLE 25 C NRO 3 C 41,SANTA MARIA REAL,76147000.0,CARTAGO,20190328,900798106,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
Valle del cauca,DAGUA,7611107277,CIC LABORATORIOS S.A.S.,7623307277,24,CIC LABORATORIOS S.A.S. DAGUA,URBANA,CALLE 9 # 21-51,No definido,76233000.0,DAGUA,20141016,900259678,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,SI
Valle del cauca,DAGUA,7623301747,CENTRO MEDICO DAGUA,7623301747,1,CENTRO MEDICO DAGUA,URBANA,CL 8 # 12-52,LA PAZ,No definido,No definido,20061116,800173964,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,SI
Valle del cauca,DAGUA,7623311097,ana maria holguin moreno,7623311097,1,ana maria holguin moreno,URBANA,carrera 13 #8-41,la paz,76233000.0,DAGUA,20170420,1143839095,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,SI
Valle del cauca,DAGUA,7623312624,ingrid daniela gutiérrez bolaños,7623312624,1,DG Rehabilitación Integral,URBANA,cra 11 #9-61,la estación,76233000.0,DAGUA,20200907,1143857443,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,SI
Valle del cauca,DAGUA,7623313226,CRISTIAN JAIR VALENCIA ANGULO,7623313226,1,CRISTIAN JAIR VALENCIA ANGULO,RURAL,Cl 10A 6SN 460,Bellavista,76233002.0,BORRERO AYERBE,20221130,1144035834,NATURAL,1,Privada,2,Profesional Independiente,No definido,No definido,SI,SI,1,NO,NO,SI
Valle del cauca,EL ÁGUILA,7624301653,HOSPITAL SAN RAFAEL EMPRESA SOCIAL DEL ESTADO,7624301653,1,HOSPITAL SAN RAFAEL EMPRESA SOCIAL DEL ESTADO,URBANA,KR 3 Nro. 13 -21,No definido,No definido,No definido,20061228,891901082,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,SI,SI,1,NO,NO,SI
Valle del cauca,EL CAIRO,7624602104,ESE HOSPITAL SANTA CATALINA,7624602104,1,E.S.E. HOSPITAL SANTA CATALINA EMPRESA SOCIAL DEL ESTADO,URBANA,CALLE 4 CRA 4 ESQUINA,CENTRO,No definido,No definido,20030331,891900887,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,SI,SI,1,NO,NO,SI
Valle del cauca,EL CERRITO,7624804722,ESE HOSPITAL SAN RAFAEL,7624804722,1,E.S.E. HOSPITAL SAN RAFAEL EMPRESA SOCIAL DEL ESTADO,URBANA,CRA 13 # 11-51,SAN RAFAEL,No definido,No definido,20030416,891380103,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,SI,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624804722,ESE HOSPITAL SAN RAFAEL,7624804722,2,PUESTO DE SALUD EL PLACER,RURAL,Calle 7 Entre Carrera 4 y 5,No definido,76248005.0,EL PLACER,20030416,891380103,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624804722,ESE HOSPITAL SAN RAFAEL,7624804722,3,PUESTO DE SALUD SANTA ELENA,RURAL,Carrera 3 Calle 4 Esquina,No definido,76248009.0,SANTA ELENA,20030416,891380103,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624804722,ESE HOSPITAL SAN RAFAEL,7624804722,4,PUESTO DE SALUD DE TENERIFE,RURAL,Donde termina la pavimentacion,No definido,76248011.0,TENERIFE,20030416,891380103,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624804722,ESE HOSPITAL SAN RAFAEL,7624804722,5,PUESTO DE SALUD EL CASTILLO,RURAL,Pasando el Parque,No definido,76248003.0,EL CASTILLO,20030416,891380103,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624804722,ESE HOSPITAL SAN RAFAEL,7624804722,6,PUESTO DE SALUD EL POMO,RURAL,Diagonal Iglesia Pentecostal,No definido,76248006.0,EL POMO,20030416,891380103,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624804722,ESE HOSPITAL SAN RAFAEL,7624804722,7,PUESTO DE SALUD CARRIZAL,RURAL,Via a Tenerife,No definido,76248002.0,CARRIZAL,20030416,891380103,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624804722,ESE HOSPITAL SAN RAFAEL,7624804722,8,PUESTO DE SALUD DE AUJI,RURAL,Via a Tenerife,No definido,76248001.0,AUJÍ,20030416,891380103,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624804722,ESE HOSPITAL SAN RAFAEL,7624804722,9,PUESTO DE SALUD SAN ANTONIO,RURAL,Frente a la Escuela,No definido,76248008.0,SAN ANTONIO,20030416,891380103,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624804722,ESE HOSPITAL SAN RAFAEL,7624804722,10,PUESTO DE SALUD EL MORAL,RURAL,Enseguida de la Escuela,No definido,76248012.0,EL MORAL,20030416,891380103,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624804722,ESE HOSPITAL SAN RAFAEL,7624804722,11,PUESTO DE SALUD SANTA LUISA,RURAL,Calle Principal,No definido,76248010.0,SANTA LUISA,20030416,891380103,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624804722,ESE HOSPITAL SAN RAFAEL,7624804722,12,PUESTO DE SALUD SANTA BARBARA,URBANA,CARRERA 21 # 9 - 29,SANTA BARBARA,76248000.0,EL CERRITO,20170728,891380103,JURIDICO,4,Pública,1,Instituciones Prestadoras de Servicios de Salud - IPS,1.0,MUNICIPAL,NO,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624808415,IPS FISIOCENTER CENTRO DE SALUD INTEGRAL S.A.S.,7624808415,1,IPS FISIOCENTER CENTRO DE SALUD INTEGRAL S.A.S.,URBANA,CALLE 5 NRO 3B-42,EL CERRITO,76248000.0,EL CERRITO,20111031,900470508,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624809780,FUNDACIÓN IPS PARA LA SALUD FÍSICA Y MENTAl FIME,7624809780,1,FUNDACIÓN IPS PARA LA SALUD FÍSICA Y MENTAL FIME,URBANA,Calle 6 # 8-48,la estrella,76248000.0,EL CERRITO,20151104,900764401,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7624809918,CENTRO MEDICO SPECIAL CARE IPS S.A.S.,7624809918,1,Centro Medico Special Care IPS S.A.S,URBANA,Carrera 15 No. 7-68,Chapinero,76248000.0,EL CERRITO,20150212,900791299,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,SI,SI,1,NO,NO,NO
Valle del cauca,EL CERRITO,7652009754,Grupo de Especialistas en Manejo Integral de Enfermedades Crónicas S.A.S,7624809754,4,Gesencro Cerrito,URBANA,carrera 10 # 4-43,No definido,No definido,No definido,20181024,900732243,JURIDICO,1,Privada,1,Instituciones Prestadoras de Servicios de Salud - IPS,No definido,No definido,NO,SI,1,NO,NO,NO
